id,preco
13518783164498355150900635905895481162,80685.48
299896161723793383246777788797566040330,68068.15
316180649972302128246133616457018378621,229789.11
222527157104148385909188217274642813298,136435.34
160460343059850745858546502614838368036,94457.016
262727202368986244371977784343233436999,67673.41
254093764205800086330999281077926851120,154567.58
26118184613036116787803832945215674478,244230.84
216524630140335566712794225427064313,222045.27
185631381169816366226494379020452029389,258136.0
193325654448132563278364141820152041311,134140.86
238917637717691361625086479663492481749,81685.23
55430829679256880238551444522175018156,103760.98
215317645068876070368783807654911699750,283147.8
81597227204971961501733390453078413740,173131.86
144896666825908872755051834814298387194,74279.51
184599608599423525451999366981389806783,321093.28
332523842755767369964829329030378044388,131364.08
115343777354602647202140618045743635008,179639.53
20757170217235469489036110086071917277,99753.414
185526399598537813925895625787601650168,111257.945
60658042813489826886245400795986219027,91178.33
252469656136469704862465423825396909961,248270.03
144289133420257677937750963126363910239,51286.723
286704706212186527658783613441315754259,121843.3
104788498292328609834480593297039083847,77990.875
83091551517048057678460117003997132666,258904.42
253819240599250454081144283787356606601,70446.125
47552100267769170589122325402191982347,159835.45
143932540867090135955180920741784357244,166554.77
196345985565471044954698780677909306202,264267.06
244792708737468723430839923035345593106,70033.52
84589940414664494482357035061818012137,91545.52
272199586960887794853261858460695880945,160287.4
49959439507026713714422386346459644032,73896.83
281026519311657672970881937258693325762,50509.797
93074564150014753673961081882123830374,163697.31
26728401390792884431172378844166640182,330985.22
188211565885838356078706489204052877949,71218.76
72487946181948797581370306862646034491,111805.82
228864048115975611203958077134700148633,139418.53
112454259487642510247400972640243226784,118552.695
222663295482952330188872827964862490542,71403.82
174300102534868734265445704595501072047,82431.875
65616068149477861830943576277231644996,145239.62
12512429268260634755522419284910697215,368185.78
336344009530167442733355949279054127993,48825.97
79522286518792634854353998912967788405,66065.11
82689802293775881487902613650793199776,164938.31
145087209205382180995284342956932775590,93566.75
148379644220249469735831915363404593938,77351.94
81783415914068556337040372580510327746,118796.84
17392005129747944984443660408573750669,76556.68
221003909581330971303914733428302885356,228069.47
32270994133870633595828638411924379558,128284.945
44743423162474884539743903954385097896,151682.22
256739781367016694034266877805520625472,244842.97
102069821313289958956134954896763391138,147718.7
295239204594155572903470420706758961711,80155.28
217043924033496343963491521400562422856,104257.375
230630223901851276472648163541398202700,78712.7
228794583325189840821498523768389390979,87611.586
226883211751919793077312253417502568887,120296.266
178727794896076301413017290746899811351,76793.14
233324434070255280697734700180958891999,110570.664
120196782885257163651164953359063822616,49834.656
307587965035124177469706843302286678852,103426.41
147918433942232310306879997092064646229,63300.61
322862357217576382174561616320866894896,142562.97
239523402888574028389406143855331971634,333847.28
113509983214540261664688743850173663995,83902.26
109891169875096641331353504149265117244,150370.56
14047284765259674200352849951505593080,102800.61
185048785858081984334746723407963750558,155270.81
233408161489868303803711823496315975517,42595.766
271868823659695867806389462405507434039,156746.45
234266752075173490649523075655294035700,122706.01
135193714861901808768224625797727405125,70430.74
65383514239248595231552479759479421653,107936.875
763500554236946546082152173974002095,67280.58
263071556455718053803505933844459615897,107067.05
251187863725990533753089128740859478739,51066.28
254288424794027625207128200628830798586,306839.03
286319605986498380547161295324785273852,138423.1
18156444762146185587945140921021289232,130532.75
132399590521100913284690334248594447552,62857.48
103484450878268999171337512911053865440,305465.34
3912270241651523146374566983699340012,286435.25
289442719100949424990356122406061188257,74562.9
78107569099680024366542029001316825040,87409.89
180495442974534219664033650975071179678,115956.34
310808003231123687601982759789167595573,83753.86
281412885789869246852489114984059535931,77503.43
115834922999693545296191213987693964898,97208.25
5731801982113473737231393645963779999,92261.38
256716164818036322373140286568690396129,140791.48
287091925155434474451326927701130603179,152778.92
34260218896401614964439670738816901101,77170.734
129711525134942617432200032446355408594,92136.75
63813447393601008165654825811986411111,75102.19
233957718806307342910872106898233148735,123248.36
138508589382193076883186189654019084427,107423.16
171762617476835661595108367117122969376,104764.42
7122736344425113322294078330615663312,49428.258
32931879047335602142815671990698948947,109522.6
230483121396274655509988841957998046697,127037.99
315766672381283490639653109260892751611,161975.61
301104161774368724925476221283740970391,86123.52
227510606246395701960366267332503216714,102871.81
228659121972304442863099815886729581779,121695.2
68086809059173658965599732460689150208,247307.27
169041392389609942283143480484429958744,49195.23
149581053128777628511664656027161538796,95357.57
66252420228989686258481184814476626799,303887.06
262859967351480229982146627310415934358,123609.94
317829998963593347122303395131613360494,100231.19
24887841704125448157191892411715521315,194014.23
230199425899098091542244974035896211783,112968.09
74011957647759301081569160773746930781,294485.44
144733803448319336946178686862337261379,111759.375
142405383752199423425786993458884627343,98946.1
173324636074769296529189625730653285809,109460.01
155561347177954121142041908188975524664,118054.46
86026435063413102427450773798842306387,114471.97
229257356284378921190587377871031567334,49094.812
249214025842220849314985638373204146912,80391.31
83473208885390680674963932777363338591,111801.36
180580369832354477560560602690825188300,75805.5
259490022068441742630539072459542535148,140221.92
120796267956232721185119513957760631683,299475.6
241430542672617103205615601633306372934,349671.03
53091847780640456849632756954612576434,103504.24
171977066567630375608946040261692762526,250191.78
201914625874463660453645362442088079106,135223.33
84059384063449374632880341259583908854,141117.27
328387208591072585760315241990965355447,269764.34
17154426494022331794126934878064958948,316539.66
192000139416378047888346422176422040661,94371.06
180081646479210699334128198669796160399,310209.66
253986101323166575416961447245174692901,72160.234
82036269311688064017582673374303244526,154695.62
333919908274208141229966147873771212013,131366.36
313704772228414954684896419439906454998,136020.11
215781134391040786413193932814799270790,86078.984
323576127340260635108064420738794619615,163340.05
21266736316299428255003871822385501006,82967.43
186277892327196401769009247007141845185,258355.19
118653739393882803347822121960128540090,81839.805
178402222675267324741137977644713188119,150166.97
14111625130403982018582213981963028060,260629.03
325687469192316037825715120219693138391,159105.66
338873463459304189674358773507615464140,74848.07
245440709240117885881946071499467553000,155516.97
3992284778362807624983933766586748960,94157.52
177917688273646190120585781998870609412,125190.02
307183333739200840624177841605072041043,96192.67
335470794133402209198153397416379022899,136931.12
203204241445015520264242319199812317633,80999.96
134385257647410245621873088337082618012,126752.8
6540687257921476537365937337199234069,251695.88
203239807831030319375520809440266391745,90755.97
39376528018535015868934510381824165952,393699.28
333342898325227485720191018314201595565,201686.12
216088076765437530118227326459456970218,69461.59
294256168413360318515649740566516009388,93484.99
249324748703273289890304775287749567094,114706.68
227934818343215729770705513085856574374,81532.445
157501721120159053919391416852016284295,144418.8
297125857657343693187052534926914461136,75541.555
87136029063634093621956857943240285302,71232.55
199891203388386369979675076525848750178,70860.75
102123055616796056444516517520597098387,113150.1
237512146312820589708317540195709404676,117538.07
30984280450885534059052913279584065254,98311.34
126374200467604593804720277004278327103,88794.2
317466905352534178610659571519473694514,285034.3
52865229602472061804485324233666817912,141854.84
86984224502002234419916772572194051581,122689.63
114416682475133609697441993429731470073,46471.055
49500288896238366923661810598993127844,137195.67
15465172849640768327142827133509494439,157189.47
307334256328869249308029400432335737804,135595.06
228144239113577275448986710580982616029,191151.98
287139027642678210570007827534054265052,178243.58
89914442558408418710315807541943703503,217257.44
157724668439282941424079171387574257679,131713.14
210560980823314089239746782467786021918,142711.83
9533463295747584642161614887871041149,125976.36
36155487406786930325759004510880817087,135559.81
234127326236134497876685668798607764717,82068.1
280305492068078804619353598740914253066,120657.47
206680675239217462017215069720218496509,44663.426
338819821210509135508780606674721178321,74972.7
204709679839831821149432932813402540678,265057.8
90875432458421346470025553495778630510,266700.9
275475573967873268188137718480930488822,224845.33
135798733167447402777119122060701579452,55062.254
16467710364998450246536251528420949308,77996.22
154737869680607241704521619955620605087,295355.1
275775611271881132098534927222118097805,91187.12
60452051161648408770616607730997043495,78247.99
55573982790391311975887758207573440948,115211.22
253718454255114896228371873750181818324,87419.8
314064790115053828119555179443554195527,145985.06
189570492320793832454485868809143337405,184537.4
23825261604921702409641748375342950297,149229.73
202301262511978571352794896695666151810,98741.44
104239568090079872488280748074678202013,314100.3
118155484109908082546418446225943368418,287397.38
255279298803366738058226980815231053100,99440.82
205713080891740291665828451730565250400,78459.85
271567936429803209749917402080660109484,139325.47
83500313040262972087502975096864972395,215514.05
199825580750147224320742424928048221511,135100.8
35503660709160520879029443480036147850,129961.734
136744533749502088151319862288356809373,56361.03
14646148787543855550889731877407837757,361789.6
175456875639756620367724513315924621300,88693.45
171887264709983159676256955690666649895,78029.93
5575201071375003157687971982995539245,258106.97
11124399571277862461246801293141325136,358105.38
278012921215945326618316328031414262851,283104.34
127163062492495403313007757062409704463,60869.414
302695598952433192347337048974293502177,75717.38
339163194157299289931219327984398277845,38718.984
253179630755522290489067862817016603658,126162.89
107540865078806037752380310797439708594,123309.72
